title,director1,director2,domestic,distributor,release,genre,runtime,rating,budget,worldwide,actor1,actor2,actor3,actor4,actor5,actor6,producer1,producer2,producer3,producer4,producer5,producer6,writer1,writer2,composer1,composer2
Tekken,Charles Stone III,N/A,N/A,Sony / Screen Gems,2009,Action,N/A,Not Yet Rated,N/A,"$967,369",N/A,N/A,N/A,N/A,N/A,N/A,Steven Paul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tekkon Kinkreet,N/A,N/A,"$7,100",Sony Pictures Home Ent.,"July 13, 2007",Animation,1 hrs. 40 min.,R,N/A,"$42,840",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Teknolust,N/A,N/A,"$38,800",ThinkFilm,"August 22, 2003",Unknown,1 hrs. 25 min.,R,N/A,N/A,Tilda Swinton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Klaus Badelt,Ramin Djawadi*
The Telephone,N/A,N/A,"$197,500",New World,"January 22, 1988",Unknown,1 hrs. 36 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Christopher Young,N/A
Tell No One,N/A,N/A,"$6,985,900",Music Box Films,"July 2, 2008",Foreign,2 hrs. 5 min.,Unrated,N/A,"$33,406,992",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tell the Truth and Run:<br/>George Seldes and the American Press,N/A,N/A,"$5,900",Goldsmith Productions,"October 11, 1996",Documentary,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tell Them Who You Are,N/A,N/A,"$49,500",ThinkFilm,"May 13, 2005",Documentary,1 hrs. 35 min.,R,N/A,"$42,908",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Telling Lies in America,N/A,N/A,"$564,000",Banner Entertainment,"October 17, 1997",Unknown,1 hrs. 41 min.,PG-13,$4 million,N/A,Kevin Bacon,Jonathan Rhys Meyers,Luke Wilson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Joe Eszterhas,N/A,N/A,N/A
Telling You,N/A,N/A,"$4,400",Unknown,"March 12, 1999",Unknown,N/A,R,N/A,N/A,Jennifer Love Hewitt,Matthew Lillard*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Temp,N/A,N/A,"$12,591,600",Paramount,"February 12, 1993",Thriller,1 hrs. 36 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Tempest,Julie Taymor,N/A,"$281,700",Miramax,"December 10, 2010",Romance,1 hrs. 50 min.,PG-13,$20 million,"$346,594",Russell Brand,Chris Cooper,Felicity Jones,Helen Mirren,Alfred Molina,N/A,Julie Taymor,N/A,N/A,N/A,N/A,N/A,Julie Taymor,N/A,Elliot Goldenthal,N/A
Tempest,N/A,N/A,"$13,824,000",Columbia,"September 3, 1982",Unknown,2 hrs. 16 min.,PG-13,N/A,N/A,Gena Rowlands,Susan Sarandon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Temptation of St. Tony,N/A,N/A,"$2,000",Olive Films,"September 17, 2010",Fantasy Drama,1 hrs. 50 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Temptress Moon,N/A,N/A,"$1,947,400",Miramax,"June 13, 1997",Foreign,2 hrs. 10 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ten,N/A,N/A,"$142,700",Zeitgeist,"March 5, 2003",Unknown,1 hrs. 32 min.,Unrated,N/A,"$105,990",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ten,David Wain,N/A,"$908,500",ThinkFilm,"August 3, 2007",Comedy,1 hrs. 35 min.,R,N/A,"$785,528",Paul Rudd,Jessica Alba,Winona Ryder,Adam Brody,Famke Janssen,Liev Schreiber,David Wain,N/A,N/A,N/A,N/A,N/A,David Wain,N/A,Craig Wedren,N/A
Ten 'til Noon,N/A,N/A,"$7,600",Radio London Films,"March 30, 2007",Crime Thriller,1 hrs. 28 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ten Benny,N/A,N/A,"$27,400",Artistic License,"November 13, 1998",Crime Drama,1 hrs. 48 min.,R,N/A,N/A,Adrien Brody,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ten Canoes,N/A,N/A,"$334,800",Palm,"June 1, 2007",Foreign,1 hrs. 30 min.,Unrated,N/A,"$3,360,030",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ten Commandments,N/A,N/A,"$1,063,720,000",Paramount,"October 5, 1956",Historical Epic,3 hrs. 40 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ten Commandments (2007),N/A,N/A,"$1,124,500",Rocky Mountain Pictures,"October 19, 2007",Animation,1 hrs. 28 min.,PG,N/A,"$1,051,907",Ben Kingsley,Alfred Molina,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ten Little Indians,N/A,N/A,"$121,500",Cannon Films,"November 10, 1989",Unknown,1 hrs. 30 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tenacious D in:<br/>The Pick of Destiny,N/A,N/A,"$10,330,000",New Line,"November 22, 2006",Comedy,1 hrs. 30 min.,R,$20 million,"$13,908,762",Jack Black,Ben Stiller*,N/A,N/A,N/A,N/A,Jack Black,Ben Stiller,N/A,N/A,N/A,N/A,Jack Black,N/A,N/A,N/A
The Tenant,Roman Polanski,N/A,"$7,337,500",Paramount,"June 20, 1976",Unknown,1 hrs. 25 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roman Polanski,N/A,N/A,N/A
The Tenant (2011),N/A,N/A,"$15,100",Indican,"April 15, 2011",Thriller,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tenants,N/A,N/A,"$2,500",Rocky Mountain Pictures,"February 3, 2006",Drama,1 hrs. 37 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tender Mercies,N/A,N/A,"$21,764,500",Universal,"March 4, 1983",Unknown,1 hrs. 32 min.,PG,N/A,N/A,Robert Duvall,N/A,N/A,N/A,N/A,N/A,Robert Duvall,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,N/A,N/A,"$18,200",Vivendi Entertainment,"June 5, 2009",Drama,1 hrs. 39 min.,R,N/A,N/A,Lance Reddick,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tequila Body Shots,N/A,N/A,"$14,400",Heartland Film,"May 7, 1999",Unknown,1 hrs. 37 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tequila Sunrise,N/A,N/A,"$82,786,100",Warner Bros.,"December 2, 1988",Romantic Thriller,1 hrs. 56 min.,R,N/A,N/A,Mel Gibson,Michelle Pfeiffer,Kurt Russell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tera Jadoo Chal Gayaa,N/A,N/A,"$550,300",Video Sound,"August 18, 2000",Foreign,2 hrs. 31 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tera Mera Ki Rishta,N/A,N/A,"$307,500",Eros,"April 10, 2009",Foreign,2 hrs. 46 min.,Unrated,N/A,"$345,063",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tere Naal Love Ho Gaya,N/A,N/A,"$182,200",UTV Communications,"February 24, 2012",Foreign,2 hrs. 10 min.,Unrated,N/A,"$177,743",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tere Naam,N/A,N/A,N/A,Eros,"August 15, 2003",Foreign,3 hrs. 2 min.,Unrated,N/A,"$2,822,744",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Teri Meri Kahaani,N/A,N/A,"$791,300",Eros,"June 22, 2012",Foreign,2 hrs. 0 min.,Unrated,N/A,"$781,196",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terkel in Trouble,N/A,N/A,"$11,000",Indican,"March 26, 2010",Animation,1 hrs. 28 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Terminal,Steven Spielberg,N/A,"$101,824,100",DreamWorks,"June 18, 2004",Comedy / Drama,2 hrs. 8 min.,PG-13,$60 million,"$219,417,255",Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,Diego Luna*,Zoe Saldana*,N/A,Jason Hoffs,Steven Spielberg,Patricia Whitcher,N/A,N/A,N/A,Sacha Gervasi,Jeff Nathanson,John Williams,N/A
Terminal Bliss,N/A,N/A,"$421,700",Cannon Films,"March 6, 1992",Unknown,1 hrs. 33 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terminal Velocity,N/A,N/A,"$32,028,100",Buena Vista,"September 23, 1994",Action,1 hrs. 42 min.,PG-13,$50 million,N/A,Charlie Sheen,James Gandolfini,N/A,N/A,N/A,N/A,Ted Field,Scott Kroopf,N/A,N/A,N/A,N/A,David Twohy,N/A,N/A,N/A
The Terminator,James Cameron,N/A,"$92,165,600",Orion Pictures,"October 26, 1984",Sci-Fi Action,1 hrs. 47 min.,R,$6.4 million,"$78,371,200",Arnold Schwarzenegger,Lance Henriksen,N/A,N/A,N/A,N/A,Gale Anne Hurd,N/A,N/A,N/A,N/A,N/A,James Cameron,N/A,N/A,N/A
Terminator 2:<br/>Judgment Day,James Cameron,N/A,"$395,089,800",TriStar,"July 3, 1991",Sci-Fi Action,2 hrs. 17 min.,R,$102 million,"$519,843,345",Arnold Schwarzenegger,N/A,N/A,N/A,N/A,N/A,James Cameron,Gale Anne Hurd,N/A,N/A,N/A,N/A,James Cameron,N/A,N/A,N/A
Terminator 3:<br/>Rise of the Machines,N/A,N/A,"$202,489,800",Warner Bros.,"July 2, 2003",Sci-Fi Action,1 hrs. 49 min.,R,$200 million,"$433,371,112",Arnold Schwarzenegger,Claire Danes,N/A,N/A,N/A,N/A,Gale Anne Hurd,Colin Wilson,N/A,N/A,N/A,N/A,N/A,N/A,Marco Beltrami,N/A
Terminator Salvation,McG,N/A,"$136,410,000",Warner Bros.,"May 21, 2009",Sci-Fi Action,1 hrs. 54 min.,PG-13,$200 million,"$371,353,001",Christian Bale,Sam Worthington,Common,Helena Bonham Carter*,Arnold Schwarzenegger*,N/A,Dan Lin,Jeffrey Silver,N/A,N/A,N/A,N/A,N/A,N/A,Danny Elfman,N/A
Terminator:<br/>Genisys,Alan Taylor,N/A,"$74,067,600",Paramount,"July 1, 2015",Action,N/A,PG-13,N/A,"$249,867,580",Arnold Schwarzenegger,Jai Courtney,N/A,N/A,N/A,N/A,David Ellison,Megan Ellison,Dana Goldberg,Laeta Kalogridis,Patrick Lussier,Paul Schwake,Laeta Kalogridis,Patrick Lussier,N/A,N/A
Terms and Conditions May Apply,N/A,N/A,"$57,300",Variance Films,"July 12, 2013",Documentary,1 hrs. 19 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terms of Endearment,James L. Brooks,N/A,"$266,973,400",Paramount,"November 23, 1983",Drama,2 hrs. 11 min.,PG,$8 million,N/A,Jack Nicholson,Danny DeVito,Albert Brooks*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James L. Brooks,N/A,N/A,N/A
Terraferma,N/A,N/A,"$20,700",Cohen Media Group,"July 24, 2013",Foreign,1 hrs. 28 min.,R,N/A,"$19,996",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terri,Azazel Jacobs,N/A,"$670,700",ATO Pictures,"July 1, 2011",Comedy,1 hrs. 45 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Azazel Jacobs,N/A,N/A,N/A
Terribly Happy,N/A,N/A,"$174,600",Oscilloscope Pictures,"February 5, 2010",Drama,1 hrs. 39 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terror in the Aisles,N/A,N/A,"$24,178,300",Universal,"October 26, 1984",Documentary,1 hrs. 24 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Terror Within,N/A,N/A,"$1,756,100",Concorde,"January 20, 1989",Unknown,1 hrs. 30 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terror's Advocate,Barbet Schroeder,N/A,"$56,300",Magnolia,"October 12, 2007",Documentary,2 hrs. 15 min.,Unrated,N/A,"$1,086,656",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Terrorist,N/A,N/A,"$231,400",Phaedra,"January 14, 2000",Unknown,1 hrs. 35 min.,Unrated,N/A,"$153,629",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TerrorVision,N/A,N/A,"$700,900",Empire Pictures,"February 14, 1986",Unknown,1 hrs. 23 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tess,Roman Polanski,N/A,"$60,653,500",Columbia,"December 12, 1980",Romance,2 hrs. 52 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roman Polanski,N/A,N/A,N/A
Test,N/A,N/A,"$18,400",Variance Films,"June 6, 2014",Drama,1 hrs. 26 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Testament,N/A,N/A,"$5,271,300",Paramount,"November 4, 1983",Drama,1 hrs. 29 min.,PG,N/A,N/A,Lukas Haas,Kevin Costner*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James Horner,N/A
Testament of Youth,N/A,N/A,"$1,117,900",Sony Classics,"June 5, 2015",Drama,N/A,PG-13,N/A,"$1,117,898",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Testosterone,N/A,N/A,"$241,600",Strand,"September 10, 2004",Comedy / Drama,1 hrs. 45 min.,R,N/A,"$185,078",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tetro,N/A,N/A,"$564,300",American Zoetrope,"June 11, 2009",Drama,2 hrs. 7 min.,R,N/A,"$2,852,915",Vincent Gallo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tevar,N/A,N/A,"$230,900",Eros,"January 9, 2015",Foreign,2 hrs. 37 min.,Unrated,N/A,"$236,002",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tex,N/A,N/A,"$20,438,100",Buena Vista,"July 30, 1982",Unknown,1 hrs. 43 min.,PG,N/A,N/A,Matt Dillon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas Chainsaw 3D,John Luessenhop,N/A,"$34,640,600",Lionsgate,"January 4, 2013",Horror,1 hrs. 32 min.,R,N/A,"$47,241,945",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,John Frizzell,N/A
The Texas Chainsaw Massacre,Marcus Nispel,N/A,"$108,482,500",New Line,"October 17, 2003",Horror,1 hrs. 30 min.,R,$9.5 million,"$107,071,655",Jessica Biel,Mike Vogel,N/A,N/A,N/A,N/A,Michael Bay,Ted Field,Andrew Form,Brad Fuller,N/A,N/A,N/A,N/A,Steve Jablonsky,N/A
The Texas Chainsaw Massacre,N/A,N/A,"$133,997,400",Unknown,"October 1, 1974",Horror,1 hrs. 23 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Texas Chainsaw Massacre 2,N/A,N/A,"$17,566,100",Cannon Films,"August 22, 1986",Horror,1 hrs. 29 min.,R,$4.7 million,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Texas Chainsaw Massacre:<br/>The Beginning,Jonathan Liebesman,N/A,"$48,988,600",New Line,"October 6, 2006",Horror,1 hrs. 24 min.,R,$16 million,"$51,764,406",N/A,N/A,N/A,N/A,N/A,N/A,Michael Bay,Andrew Form,Brad Fuller,N/A,N/A,N/A,N/A,N/A,Steve Jablonsky,N/A
Texas Chainsaw Massacre:<br/>The Next Generation,N/A,N/A,"$250,500",Lions Gate,"August 29, 1997",Horror,1 hrs. 35 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas Killing Fields,N/A,N/A,"$46,500",Anchor Bay Films,"October 14, 2011",Crime Thriller,1 hrs. 49 min.,R,N/A,"$957,240",Sam Worthington,Jeffrey Dean Morgan,Jessica Chastain,Chloe Moretz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas Rangers (2001),N/A,N/A,"$894,300",Miramax,"November 30, 2001",Western,1 hrs. 33 min.,PG-13,$38 million,"$623,374",Ashton Kutcher,Alfred Molina,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trevor Rabin,N/A
Texasville,N/A,N/A,"$4,354,000",Columbia,"September 28, 1990",Drama,2 hrs. 6 min.,R,N/A,N/A,Jeff Bridges,Randy Quaid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Teza,N/A,N/A,"$32,400",Mypheduh Films,"September 18, 2009",Foreign,2 hrs. 20 min.,Unrated,N/A,"$36,099",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tezz,N/A,N/A,"$235,700",Eros,"April 27, 2012",Foreign,2 hrs. 3 min.,Unrated,N/A,"$229,931",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thaandavam,N/A,N/A,"$215,300",UTV Communications,"September 28, 2012",Foreign / Action,2 hrs. 40 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thank You (2011),N/A,N/A,"$467,000",UTV Communications,"April 8, 2011",Foreign,2 hrs. 5 min.,Unrated,N/A,"$5,451,540",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thank You for Smoking,Jason Reitman,N/A,"$30,736,400",Fox Searchlight,"March 17, 2006",Comedy,1 hrs. 32 min.,R,$6.5 million,"$39,323,027",Aaron Eckhart,Maria Bello,Adam Brody,Sam Elliott,Katie Holmes,Rob Lowe,David Bloomfield,N/A,N/A,N/A,N/A,N/A,Jason Reitman,N/A,Rolfe Kent,N/A
Thanks for Sharing,N/A,N/A,"$1,083,200",Roadside Attractions,"September 20, 2013",Comedy / Drama,1 hrs. 50 min.,R,N/A,"$1,065,881",Mark Ruffalo,Gwyneth Paltrow,Tim Robbins,Josh Gad,N/A,N/A,Edward Norton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Christopher Lennertz,N/A
That Awkward Moment,Tom Gormican,N/A,"$26,590,100",Focus Features,"January 31, 2014",Romantic Comedy,1 hrs. 34 min.,R,$8 million,"$40,468,955",Zac Efron,Michael B. Jordan,Miles Teller,Imogen Poots,N/A,N/A,Scott Aversano,Zac Efron,Justin Nappi,Andrew O'Connor,Peter Schlessel,Kevin Turen,Tom Gormican,N/A,N/A,N/A
That Darn Cat,N/A,N/A,"$32,376,700",Buena Vista,"February 14, 1997",Family Comedy,1 hrs. 29 min.,PG,N/A,N/A,Christina Ricci,N/A,N/A,N/A,N/A,N/A,Robert Simonds,N/A,N/A,N/A,N/A,N/A,Scott Alexander,Larry Karaszewski,N/A,N/A
That Demon Within,N/A,N/A,"$168,000",China Lion,"April 18, 2014",Foreign / Action,1 hrs. 52 min.,Unrated,N/A,"$172,343",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That Evening Sun,N/A,N/A,"$289,600",Freestyle Releasing,"November 6, 2009",Drama,1 hrs. 50 min.,PG-13,N/A,N/A,Mia Wasikowska,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That Man From Rio,N/A,N/A,"$35,300",Cohen Media Group,"August 22, 2014",Foreign,1 hrs. 52 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That Man:<br/>Peter Berlin,N/A,N/A,"$68,700",Gorilla Factory Productions,"January 13, 2006",Documentary,1 hrs. 20 min.,Unrated,"$65,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That Night,N/A,N/A,"$39,600",Warner Bros.,"August 6, 1993",Romance,1 hrs. 29 min.,PG-13,N/A,N/A,Katherine Heigl*,N/A,N/A,N/A,N/A,N/A,Arnon Milchan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That Old Feeling,N/A,N/A,"$29,320,800",Universal,"April 4, 1997",Romantic Comedy,3 hrs. 26 min.,PG-13,N/A,N/A,Bette Midler,N/A,N/A,N/A,N/A,N/A,Leslie Dixon,N/A,N/A,N/A,N/A,N/A,Leslie Dixon,N/A,N/A,N/A
That Thing You Do!,Tom Hanks,N/A,"$47,502,800",Fox,"October 4, 1996",Music Drama,1 hrs. 48 min.,PG,N/A,"$34,585,416",Liv Tyler,Tom Hanks,Giovanni Ribisi*,Charlize Theron*,Bryan Cranston*,N/A,Gary Goetzman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Howard Shore,N/A
That Was Then... This Is Now,N/A,N/A,"$19,739,800",Paramount,"November 8, 1985",Unknown,1 hrs. 42 min.,R,N/A,N/A,Morgan Freeman*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That's Dancing!,N/A,N/A,"$9,631,800",MGM,"January 18, 1985",Documentary,1 hrs. 45 min.,G,N/A,N/A,John Travolta*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That's Entertainment!,N/A,N/A,"$116,763,900",MGM,"May 18, 1974",Musical,2 hrs. 7 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That's Entertainment! II,N/A,N/A,"$18,982,400",MGM,"May 16, 1976",Unknown,2 hrs. 6 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That's Entertainment! III,N/A,N/A,"$544,200",MGM,"May 6, 1994",Musical,1 hrs. 53 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That's Life,N/A,N/A,"$8,929,600",Columbia,"September 26, 1986",Unknown,1 hrs. 42 min.,PG-13,N/A,N/A,Julie Andrews,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
That's My Boy,Sean Anders,N/A,"$37,138,800",Sony / Columbia,"June 15, 2012",Comedy,1 hrs. 54 min.,R,$70 million,"$57,719,093",Adam Sandler,Andy Samberg,Leighton Meester,Susan Sarandon,N/A,N/A,Jack Giarraputo,Tim Herlihy,Heather Parry,Adam Sandler,N/A,N/A,David Caspe,N/A,Rupert Gregson-Williams,N/A
Thelma and Louise,Ridley Scott,N/A,"$87,489,500",MGM,"May 24, 1991",Crime Drama,2 hrs. 9 min.,R,$16.5 million,N/A,Susan Sarandon,Brad Pitt,N/A,N/A,N/A,N/A,Ridley Scott,N/A,N/A,N/A,N/A,N/A,Callie Khouri,N/A,Hans Zimmer,N/A
"Thelonious Monk:<br/>Straight, No Chaser",N/A,N/A,"$1,061,400",Warner Bros.,"October 1, 1989",Documentary,1 hrs. 30 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clint Eastwood,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Them,N/A,N/A,"$59,100",Slowhand Cinema,"August 24, 2007",Foreign / Horror,1 hrs. 17 min.,R,N/A,"$2,727,971",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
